time,open,high,low,close,volume
2016-06-02,2097.71,2105.26,2088.59,2105.26,3632720000
2016-06-03,2104.07,2104.07,2085.36,2099.13,3627780000
2016-06-06,2100.83,2113.36,2100.83,2109.41,3442020000
2016-06-07,2110.18,2119.22,2110.18,2112.13,3534730000
2016-06-08,2112.71,2120.55,2112.71,2119.12,3562060000
2016-06-09,2115.65,2117.64,2107.73,2115.48,3290320000
2016-06-10,2109.57,2109.57,2089.96,2096.07,3515010000
2016-06-13,2091.75,2098.12,2078.46,2079.06,3392030000
2016-06-14,2076.65,2081.3,2064.1,2075.32,3759770000
2016-06-15,2077.6,2085.65,2069.8,2071.5,3544720000
2016-06-16,2066.36,2079.62,2050.37,2077.99,3628280000
2016-06-17,2078.2,2078.2,2062.84,2071.22,4952630000
2016-06-20,2075.58,2100.66,2075.58,2083.25,3467440000
2016-06-21,2085.19,2093.66,2083.02,2088.9,3232880000
2016-06-22,2089.75,2099.71,2084.36,2085.45,3168160000
2016-06-23,2092.8,2113.32,2092.8,2113.32,3297940000
2016-06-24,2103.81,2103.81,2032.57,2037.41,7597450000
2016-06-27,2031.45,2031.45,1991.68,2000.54,5431220000
2016-06-28,2006.67,2036.09,2006.67,2036.09,4385810000
2016-06-29,2042.69,2073.13,2042.69,2070.77,4241740000
2016-06-30,2073.17,2098.94,2070.0,2098.86,4622820000
2016-07-01,2099.34,2108.71,2097.9,2102.95,3458890000
2016-07-05,2095.05,2095.05,2080.86,2088.55,3658380000
2016-07-06,2084.43,2100.72,2074.02,2099.73,3909380000
2016-07-07,2100.42,2109.08,2089.39,2097.9,3604550000
2016-07-08,2106.97,2131.71,2106.97,2129.9,3607500000
2016-07-11,2131.72,2143.16,2131.72,2137.16,3253340000
2016-07-12,2139.5,2155.4,2139.5,2152.14,4097820000
2016-07-13,2153.81,2156.45,2146.21,2152.43,3502320000
2016-07-14,2157.88,2168.99,2157.88,2163.75,3465610000
2016-07-15,2165.13,2169.05,2155.79,2161.74,3122600000
2016-07-18,2162.04,2168.35,2159.63,2166.89,3009310000
2016-07-19,2163.79,2164.63,2159.01,2163.78,2968340000
2016-07-20,2166.1,2175.63,2164.89,2173.02,3211860000
2016-07-21,2172.91,2174.56,2159.75,2165.17,3438900000
2016-07-22,2166.47,2175.11,2163.24,2175.03,3023280000
2016-07-25,2173.71,2173.71,2161.95,2168.48,3057240000
2016-07-26,2168.97,2173.54,2160.18,2169.18,3442350000
2016-07-27,2169.81,2174.98,2159.07,2166.58,3995500000
2016-07-28,2166.05,2172.85,2159.74,2170.06,3664240000
2016-07-29,2168.83,2177.09,2163.49,2173.6,4038840000
2016-08-01,2173.15,2178.29,2166.21,2170.84,3505990000
2016-08-02,2169.94,2170.2,2147.58,2157.03,3848750000
2016-08-03,2156.81,2163.79,2152.56,2163.79,3786530000
2016-08-04,2163.51,2168.19,2159.07,2164.25,3709200000
2016-08-05,2168.79,2182.87,2168.79,2182.87,3663070000
2016-08-08,2183.76,2185.44,2177.85,2180.89,3327550000
2016-08-09,2182.24,2187.66,2178.61,2181.74,3334300000
2016-08-10,2182.81,2183.41,2172.0,2175.49,3254950000
2016-08-11,2177.97,2188.45,2177.97,2185.79,3423160000
2016-08-12,2183.74,2186.28,2179.42,2184.05,3000660000
2016-08-15,2186.08,2193.81,2186.08,2190.15,3078530000
2016-08-16,2186.24,2186.24,2178.14,2178.15,3196400000
2016-08-17,2177.84,2183.08,2168.5,2182.22,3388910000
2016-08-18,2181.9,2187.03,2180.46,2187.02,3300570000
2016-08-19,2184.24,2185.0,2175.13,2183.87,3084800000
2016-08-22,2181.58,2185.15,2175.96,2182.64,2777550000
2016-08-23,2187.81,2193.42,2186.8,2186.9,3041490000
2016-08-24,2185.09,2186.66,2171.25,2175.44,3148280000
2016-08-25,2173.29,2179.0,2169.74,2172.47,2969310000
2016-08-26,2175.1,2187.94,2160.39,2169.04,3342340000
2016-08-29,2170.19,2183.48,2170.19,2180.38,2654780000
2016-08-30,2179.45,2182.27,2170.41,2176.12,3006800000
2016-08-31,2173.56,2173.79,2161.35,2170.95,3766390000
2016-09-01,2171.33,2173.56,2157.09,2170.86,3392120000
2016-09-02,2177.49,2184.87,2173.59,2179.98,3091120000
2016-09-06,2181.61,2186.57,2175.1,2186.48,3447650000
2016-09-07,2185.17,2187.87,2179.07,2186.16,3319420000
2016-09-08,2182.76,2184.94,2177.49,2181.3,3727840000
2016-09-09,2169.08,2169.08,2127.81,2127.81,4233960000
2016-09-12,2120.86,2163.3,2119.12,2159.04,4010480000
2016-09-13,2150.47,2150.47,2120.27,2127.02,4141670000
2016-09-14,2127.86,2141.33,2119.9,2125.77,3664100000
2016-09-15,2125.36,2151.31,2122.36,2147.26,3373720000
2016-09-16,2146.48,2146.48,2131.2,2139.16,5014360000
2016-09-19,2143.99,2153.61,2135.91,2139.12,3163000000
2016-09-20,2145.94,2150.8,2139.17,2139.76,3140730000
2016-09-21,2144.58,2165.11,2139.57,2163.12,3712090000
2016-09-22,2170.94,2179.99,2170.94,2177.18,3552830000
2016-09-23,2173.29,2173.75,2163.97,2164.69,3317190000
2016-09-26,2158.54,2158.54,2145.04,2146.1,3216170000
2016-09-27,2146.04,2161.13,2141.55,2159.93,3437770000
2016-09-28,2161.85,2172.4,2151.79,2171.37,3891460000
2016-09-29,2168.9,2172.67,2145.2,2151.13,4249220000
2016-09-30,2156.51,2175.3,2156.51,2168.27,4173340000
2016-10-03,2164.33,2164.41,2154.77,2161.2,3137550000
2016-10-04,2163.37,2165.46,2144.01,2150.49,3750890000
2016-10-05,2155.15,2163.95,2155.15,2159.73,3906550000
2016-10-06,2158.22,2162.93,2150.28,2160.77,3461550000
2016-10-07,2164.19,2165.86,2144.85,2153.74,3619890000
2016-10-10,2160.39,2169.6,2160.39,2163.66,2916550000
2016-10-11,2161.35,2161.56,2128.84,2136.73,3438270000
2016-10-12,2137.67,2145.36,2132.77,2139.18,2977100000
2016-10-13,2130.26,2138.19,2114.72,2132.55,3580450000
2016-10-14,2139.68,2149.19,2132.98,2132.98,3228150000
2016-10-17,2132.95,2135.61,2124.43,2126.5,2830390000
2016-10-18,2138.31,2144.38,2135.49,2139.6,3170000000
2016-10-19,2140.81,2148.44,2138.15,2144.29,3362670000
2016-10-20,2142.51,2147.18,2133.44,2141.34,3337170000
2016-10-21,2139.43,2142.63,2130.09,2141.16,3448850000
2016-10-24,2148.5,2154.79,2146.91,2151.33,3357320000
2016-10-25,2149.72,2151.44,2141.93,2143.16,3751340000
2016-10-26,2136.97,2145.73,2131.59,2139.43,3775200000
2016-10-27,2144.06,2147.13,2132.52,2133.04,4204830000
2016-10-28,2132.23,2140.72,2119.36,2126.41,4019510000
2016-10-31,2129.78,2133.25,2125.53,2126.15,3922400000
2016-11-01,2128.68,2131.45,2097.85,2111.72,4532160000
2016-11-02,2109.43,2111.76,2094.0,2097.94,4248580000
2016-11-03,2098.8,2102.56,2085.23,2088.66,3886740000
2016-11-04,2083.79,2099.07,2083.79,2085.18,3837860000
2016-11-07,2100.59,2132.0,2100.59,2131.52,3736060000
2016-11-08,2129.92,2146.87,2123.56,2139.56,3916930000
2016-11-09,2131.56,2170.1,2125.35,2163.26,6264150000
2016-11-10,2167.49,2182.3,2151.17,2167.48,6451640000
2016-11-11,2162.71,2165.92,2152.49,2164.45,4988050000
2016-11-14,2165.64,2171.36,2156.08,2164.2,5367200000
2016-11-15,2168.29,2180.84,2166.38,2180.39,4543860000
2016-11-16,2177.53,2179.22,2172.2,2176.94,3830590000
2016-11-17,2178.61,2188.06,2176.65,2187.12,3809160000
2016-11-18,2186.85,2189.89,2180.38,2181.9,3572400000
2016-11-21,2186.43,2198.7,2186.43,2198.18,3607010000
2016-11-22,2201.56,2204.8,2194.51,2202.94,3957940000
2016-11-23,2198.55,2204.72,2194.51,2204.72,3418640000
2016-11-25,2206.27,2213.35,2206.27,2213.35,1584600000
2016-11-28,2210.21,2211.14,2200.36,2201.72,3505650000
2016-11-29,2200.76,2210.46,2198.15,2204.66,3706560000
2016-11-30,2204.97,2214.1,2198.81,2198.81,5533980000
2016-12-01,2200.17,2202.6,2187.44,2191.08,5063740000
2016-12-02,2191.12,2197.95,2188.37,2191.95,3779500000
2016-12-05,2200.65,2209.42,2199.97,2204.71,2353018270
2016-12-06,2207.26,2212.78,2202.21,2212.23,2170130800
2016-12-07,2210.72,2241.63,2208.93,2241.35,2734848000
2016-12-08,2241.13,2251.69,2237.57,2246.19,2436820230
2016-12-09,2249.73,2259.8,2249.23,2259.53,2200678360
2016-12-12,2258.83,2264.03,2252.37,2256.96,2358393110
2016-12-13,2263.32,2277.53,2263.32,2271.72,2311255270
2016-12-14,2268.35,2276.2,2248.44,2253.28,2660459790
2016-12-15,2253.77,2272.12,2253.77,2262.03,2428153810
2016-12-16,2266.81,2268.05,2254.24,2258.07,3710589000
2016-12-19,2259.24,2267.47,2258.21,2262.53,1855781420
2016-12-20,2266.5,2272.56,2266.14,2270.76,1797798600
2016-12-21,2270.54,2271.23,2265.15,2265.18,1585087530
2016-12-22,2262.93,2263.18,2256.08,2260.96,1713661490
2016-12-23,2260.25,2263.79,2258.84,2263.79,1082067040
2016-12-27,2266.23,2273.82,2266.15,2268.88,1090974760
2016-12-28,2270.23,2271.31,2249.11,2249.92,1343528460
2016-12-29,2249.5,2254.51,2244.56,2249.26,1264830310
2016-12-30,2251.61,2253.58,2233.62,2238.83,1580595290
2017-01-03,2251.57,2263.88,2245.13,2257.83,2318947700
2017-01-04,2261.6,2272.82,2261.6,2270.75,2097360280
2017-01-05,2268.18,2271.5,2260.45,2269.0,2187189990
2017-01-06,2271.14,2282.1,2264.06,2276.98,1957181140
2017-01-09,2273.59,2275.49,2268.9,2268.9,1914652520
2017-01-10,2269.72,2279.27,2265.27,2268.9,2138024560
2017-01-11,2268.6,2275.32,2260.83,2275.32,2118289880
2017-01-12,2271.14,2271.78,2254.25,2270.44,1937385140
2017-01-13,2272.74,2278.68,2271.51,2274.64,1780997920
2017-01-17,2269.14,2272.08,2262.81,2267.89,2212200210
2017-01-18,2269.14,2272.01,2263.35,2271.89,1998643920
2017-01-19,2271.9,2274.33,2258.41,2263.69,2041282770
2017-01-20,2269.96,2276.96,2265.01,2271.31,2311814030
2017-01-23,2267.78,2271.78,2257.02,2265.2,1990552390
2017-01-24,2267.88,2284.63,2266.68,2280.07,2229227180
2017-01-25,2288.88,2299.55,2288.88,2298.37,2461512020
2017-01-26,2298.63,2300.99,2294.08,2296.68,2333681820
2017-01-27,2299.02,2299.02,2291.62,2294.69,1999261100
2017-01-30,2286.01,2286.01,2268.04,2280.9,2108083820
2017-01-31,2274.02,2279.09,2267.21,2278.87,2555320210
2017-02-01,2285.59,2289.14,2272.44,2279.55,2478979660
2017-02-02,2276.69,2283.97,2271.65,2280.85,2321960100
2017-02-03,2288.54,2298.31,2287.88,2297.42,2208634270
2017-02-06,2294.28,2296.18,2288.57,2292.56,1902540480
2017-02-07,2295.87,2299.4,2290.16,2293.08,2079166230
2017-02-08,2289.55,2295.91,2285.38,2294.67,2113479930
2017-02-09,2296.7,2311.08,2296.61,2307.87,2118564110
2017-02-10,2312.27,2319.23,2311.1,2316.1,2067124620
2017-02-13,2321.72,2331.58,2321.42,2328.25,1958736590
2017-02-14,2326.12,2337.58,2322.17,2337.58,2161361270
2017-02-15,2335.58,2351.3,2334.81,2349.25,2251620060
2017-02-16,2349.64,2351.31,2338.87,2347.22,2086044780
2017-02-17,2343.01,2351.16,2339.58,2351.16,2119431710
2017-02-21,2354.91,2366.71,2354.91,2365.38,2108632110
2017-02-22,2361.11,2365.13,2358.34,2362.82,1953850310
2017-02-23,2367.5,2368.26,2355.09,2363.81,2200798000
2017-02-24,2355.73,2367.34,2352.87,2367.34,2190395580
2017-02-27,2365.23,2371.54,2361.87,2369.75,1881303610
2017-02-28,2366.08,2367.79,2358.96,2363.64,2538169010
2017-03-01,2380.13,2400.98,2380.13,2395.96,2575918110
2017-03-02,2394.75,2394.75,2380.17,2381.92,2120547990
2017-03-03,2380.92,2383.89,2375.39,2383.12,1832913370
2017-03-06,2375.23,2378.8,2367.98,2375.31,1888989010
2017-03-07,2370.74,2375.12,2365.51,2368.39,1912963510
2017-03-08,2369.81,2373.09,2361.01,2362.98,2085506270
2017-03-09,2363.49,2369.08,2354.54,2364.87,2019165370
2017-03-10,2372.52,2376.86,2363.04,2372.6,2017929800
2017-03-13,2371.56,2374.42,2368.52,2373.47,1822264170
2017-03-14,2368.55,2368.55,2358.18,2365.45,1685090220
2017-03-15,2370.34,2390.01,2368.94,2385.26,2124877750
2017-03-16,2387.71,2388.1,2377.18,2381.38,1878039170
2017-03-17,2383.71,2385.71,2377.64,2378.25,3398204700
2017-03-20,2378.24,2379.55,2369.66,2373.47,1822463500
2017-03-21,2379.32,2381.93,2341.9,2344.02,2637087670
2017-03-22,2343.0,2351.81,2336.45,2348.45,2138554720
2017-03-23,2345.97,2358.92,2342.13,2345.96,1918716640
2017-03-24,2350.42,2356.22,2335.74,2343.98,1920253680
2017-03-27,2329.11,2344.9,2322.25,2341.59,1931759830
2017-03-28,2339.79,2363.78,2337.63,2358.57,1951313550
2017-03-29,2356.54,2363.36,2352.94,2361.13,1734142860
2017-03-30,2361.31,2370.42,2358.58,2368.06,1848896260
2017-03-31,2364.82,2370.35,2362.6,2362.72,1997043940
2017-04-03,2362.34,2365.87,2344.73,2358.84,2182258160
2017-04-04,2354.76,2360.53,2350.72,2360.16,1820405460
2017-04-05,2366.59,2378.36,2350.52,2352.95,2104797920
2017-04-06,2353.79,2364.16,2348.9,2357.49,1936973650
2017-04-07,2356.59,2363.76,2350.74,2355.54,1730732340
2017-04-10,2357.16,2366.37,2351.5,2357.16,1620328910
2017-04-11,2353.92,2355.22,2337.25,2353.78,1817529610
2017-04-12,2352.15,2352.72,2341.18,2344.93,1897910280
2017-04-13,2341.98,2348.26,2328.95,2328.95,1764747360
2017-04-17,2332.62,2349.14,2332.51,2349.01,1626263720
2017-04-18,2342.53,2348.35,2334.54,2342.19,1903470740
2017-04-19,2346.79,2352.63,2335.05,2338.17,1946832750
2017-04-20,2342.69,2361.37,2340.91,2355.84,2089716230
2017-04-21,2354.74,2356.18,2344.51,2348.69,2071759000
2017-04-24,2370.33,2376.98,2369.19,2374.15,2248662130
2017-04-25,2381.51,2392.48,2381.15,2388.61,2304916840
2017-04-26,2388.98,2398.16,2386.76,2387.45,2223615890
2017-04-27,2389.7,2392.1,2382.68,2388.77,2205559180
2017-04-28,2393.68,2393.68,2382.36,2384.2,2239464720
2017-05-01,2388.5,2394.49,2384.83,2388.33,1893003480
2017-05-02,2391.05,2392.93,2385.82,2391.17,2371688650
2017-05-03,2386.5,2389.82,2379.75,2388.13,2270224280
2017-05-04,2389.79,2391.43,2380.35,2389.52,2236620280
2017-05-05,2392.37,2399.29,2389.38,2399.29,1823789880
2017-05-08,2399.94,2401.36,2393.92,2399.38,1845375120
2017-05-09,2401.58,2403.87,2392.44,2396.92,1855962760
2017-05-10,2396.79,2399.74,2392.79,2399.63,1985193440
2017-05-11,2394.84,2395.72,2381.74,2394.44,2024699570
2017-05-12,2392.44,2392.44,2387.19,2390.9,1786639030
2017-05-15,2393.98,2404.05,2393.94,2402.32,1896371280
2017-05-16,2404.55,2405.77,2396.05,2400.67,2039120190
2017-05-17,2382.95,2384.87,2356.21,2357.03,2717639000
2017-05-18,2354.69,2375.74,2352.72,2365.72,2308543270
2017-05-19,2371.37,2389.06,2370.43,2381.73,2249727650
2017-05-22,2387.21,2395.46,2386.92,2394.02,1858438550
2017-05-23,2397.04,2400.85,2393.88,2398.42,1770956040
2017-05-24,2401.41,2405.58,2397.99,2404.39,1797590260
2017-05-25,2409.54,2418.71,2408.01,2415.07,2010590490
2017-05-26,2414.5,2416.68,2412.2,2415.82,1524512470
2017-05-30,2411.67,2415.26,2409.43,2412.91,1776698940
2017-05-31,2415.63,2415.99,2403.59,2411.8,2610801640
2017-06-01,2415.65,2430.06,2413.54,2430.06,2156064800
2017-06-02,2431.28,2440.23,2427.71,2439.07,2017388180
2017-06-05,2437.83,2439.55,2434.32,2436.1,1742362530
2017-06-06,2431.92,2436.21,2428.12,2429.33,1972388340
2017-06-07,2432.03,2435.28,2424.75,2433.14,2087405920
2017-06-08,2434.27,2439.27,2427.94,2433.79,2247662990
2017-06-09,2436.39,2446.2,2415.7,2431.77,2624857730
2017-06-12,2425.88,2430.38,2419.97,2429.39,2715835500
2017-06-13,2434.15,2441.49,2431.28,2440.35,2078679920
2017-06-14,2443.75,2443.75,2428.34,2437.92,2077560860
2017-06-15,2424.14,2433.95,2418.53,2432.46,2056413020
2017-06-16,2431.24,2433.15,2422.88,2433.15,3474905600
2017-06-19,2442.55,2453.82,2441.79,2453.46,1881642580
2017-06-20,2450.66,2450.66,2436.6,2437.03,1981272780
2017-06-21,2439.31,2442.23,2430.74,2435.61,2194972920
2017-06-22,2437.4,2441.62,2433.27,2434.5,1975028140
2017-06-23,2434.65,2441.4,2431.11,2438.3,2954290800
2017-06-26,2443.32,2450.42,2437.03,2439.07,1807411390
2017-06-27,2436.34,2440.15,2419.38,2419.38,2029472170
2017-06-28,2428.7,2442.97,2428.02,2440.69,1978838400
2017-06-29,2442.38,2442.73,2405.7,2419.7,2437153410
2017-06-30,2429.2,2432.71,2421.65,2423.41,2068473230
2017-07-03,2431.39,2439.17,2428.69,2429.01,1196618810
2017-07-05,2430.78,2434.9,2422.05,2432.54,2001771780
2017-07-06,2423.44,2424.28,2407.7,2409.75,2021300570
2017-07-07,2413.52,2426.92,2413.52,2425.18,1668167770
2017-07-10,2424.51,2432.0,2422.27,2427.43,1767990680
2017-07-11,2427.35,2429.3,2412.79,2425.53,1732498090
2017-07-12,2435.75,2445.76,2435.75,2443.25,1856436040
2017-07-13,2444.99,2449.32,2441.69,2447.83,1845640420
2017-07-14,2449.16,2463.54,2446.69,2459.27,1667639470
2017-07-17,2459.5,2462.82,2457.16,2459.14,1655943310
2017-07-18,2455.88,2460.92,2450.34,2460.61,1750952400
2017-07-19,2463.85,2473.83,2463.85,2473.83,1849694290
2017-07-20,2475.56,2477.62,2468.43,2473.45,1993809050
2017-07-21,2467.4,2472.54,2465.06,2472.54,1946504700
2017-07-24,2472.04,2473.1,2466.32,2469.91,1943950650
2017-07-25,2477.88,2481.24,2474.91,2477.13,2373902000
2017-07-26,2479.97,2481.69,2474.94,2477.83,2261843220
2017-07-27,2482.76,2484.04,2459.93,2475.42,2677231030
2017-07-28,2469.12,2473.53,2464.66,2472.1,2043353620
2017-07-31,2475.94,2477.96,2468.53,2470.3,2189633780
2017-08-01,2477.1,2478.51,2471.14,2476.35,2076284140
2017-08-02,2480.38,2480.38,2466.48,2477.57,2125483670
2017-08-03,2476.03,2476.03,2468.85,2472.16,2039487380
2017-08-04,2476.88,2480.0,2472.08,2476.83,1869113810
2017-08-07,2477.14,2480.95,2475.88,2480.91,1639568450
2017-08-08,2478.35,2490.87,2470.32,2474.92,1826290700
2017-08-09,2465.35,2474.41,2462.08,2474.02,1821056070
2017-08-10,2465.38,2465.38,2437.75,2438.21,2079314830
2017-08-11,2441.04,2448.09,2437.85,2441.32,1659262570
2017-08-14,2454.96,2468.22,2454.96,2465.84,1586223590
2017-08-15,2468.66,2468.9,2461.61,2464.61,1689633540
2017-08-16,2468.63,2474.93,2463.86,2468.11,1686069910
2017-08-17,2462.95,2465.02,2430.01,2430.01,1929351130
2017-08-18,2427.64,2440.27,2420.69,2425.55,1962081320
2017-08-21,2425.5,2430.58,2417.35,2428.37,1635773790
2017-08-22,2433.75,2454.77,2433.67,2452.51,1588713900
2017-08-23,2444.88,2448.91,2441.42,2444.04,1583454200
2017-08-24,2447.91,2450.39,2436.19,2438.97,1678956570
2017-08-25,2444.72,2453.96,2442.22,2443.05,1500901040
2017-08-28,2447.35,2449.12,2439.03,2444.24,1466541780
2017-08-29,2431.94,2449.19,2428.2,2446.3,1503811220
2017-08-30,2446.06,2460.31,2443.77,2457.59,1552245820
2017-08-31,2462.65,2475.01,2462.65,2471.65,2076949470
2017-09-01,2474.42,2480.38,2473.85,2476.55,1581548750
2017-09-05,2470.35,2471.97,2446.55,2457.85,2114362530
2017-09-06,2463.83,2469.64,2459.2,2465.54,2049759050
2017-09-07,2468.06,2468.62,2460.29,2465.1,2097113820
2017-09-08,2462.25,2467.11,2459.4,2461.43,2003871860
2017-09-11,2474.52,2488.95,2474.52,2488.11,1933077170
2017-09-12,2491.94,2496.77,2490.37,2496.48,1937393630
2017-09-13,2493.89,2498.37,2492.14,2498.37,1897322880
2017-09-14,2494.56,2498.43,2491.35,2495.62,1916765070
2017-09-15,2495.67,2500.23,2493.16,2500.23,3038855600
2017-09-18,2502.51,2508.32,2499.92,2503.87,1922720630
2017-09-19,2506.29,2507.84,2503.19,2506.65,1920071500
2017-09-20,2506.84,2508.85,2496.67,2508.24,2066413790
2017-09-21,2507.16,2507.16,2499.0,2500.6,1811929140
2017-09-22,2497.26,2503.47,2496.54,2502.22,1672336530
2017-09-25,2499.39,2502.54,2488.03,2496.66,2033920240
2017-09-26,2501.04,2503.51,2495.12,2496.84,1822049410
2017-09-27,2503.3,2511.75,2495.91,2507.04,2035326230
2017-09-28,2503.41,2510.81,2502.93,2510.06,1782169890
2017-09-29,2509.96,2519.44,2507.99,2519.36,1809911730
2017-10-02,2521.2,2529.23,2520.4,2529.12,1856378180
2017-10-03,2530.34,2535.13,2528.85,2534.58,1737511460
2017-10-04,2533.48,2540.53,2531.8,2537.74,1699097630
2017-10-05,2540.86,2552.51,2540.02,2552.07,1729395630
2017-10-06,2547.44,2549.41,2543.79,2549.33,1642294240
2017-10-09,2551.39,2551.82,2541.6,2544.73,1505566190
2017-10-10,2549.99,2555.23,2544.86,2550.64,1728125190
2017-10-11,2550.62,2555.24,2547.95,2555.24,1817197870
2017-10-12,2552.88,2555.33,2548.31,2550.93,2056842010
2017-10-13,2555.66,2557.65,2552.09,2553.17,1893931190
2017-10-16,2555.57,2559.47,2552.64,2557.64,1736356210
2017-10-17,2557.17,2559.71,2554.69,2559.36,1783193250
2017-10-18,2562.87,2564.11,2559.67,2561.26,1793321510
2017-10-19,2553.39,2562.36,2547.92,2562.1,1896003480
2017-10-20,2567.56,2575.44,2567.56,2575.21,2151131030
2017-10-23,2578.08,2578.29,2564.33,2564.98,2043652240
2017-10-24,2568.66,2572.18,2565.58,2569.13,2163380120
2017-10-25,2566.52,2567.4,2544.0,2557.15,2467911710
2017-10-26,2560.08,2567.07,2559.8,2560.4,2300758800
2017-10-27,2570.26,2582.98,2565.94,2581.07,2620458660
2017-10-30,2577.75,2580.03,2568.25,2572.83,2274922830
2017-10-31,2575.99,2578.29,2572.15,2575.26,2301425470
2017-11-01,2583.21,2588.4,2574.92,2579.36,2210945340
2017-11-02,2579.46,2581.11,2566.17,2579.85,2416738240
2017-11-03,2581.93,2588.42,2576.77,2587.84,2052553440
2017-11-06,2587.47,2593.38,2585.66,2591.13,2116417420
2017-11-07,2592.11,2597.02,2584.35,2590.64,2089736580
2017-11-08,2588.71,2595.47,2585.02,2594.38,2092332810
2017-11-09,2584.0,2586.5,2566.33,2584.62,2233489310
2017-11-10,2580.18,2583.81,2575.57,2582.3,2045161760
2017-11-13,2576.53,2587.66,2574.48,2584.84,2099115490
2017-11-14,2577.75,2579.66,2566.56,2578.87,2207475790
2017-11-15,2569.45,2572.84,2557.45,2564.62,2090801480
2017-11-16,2572.95,2590.09,2572.95,2585.64,2046697250
2017-11-17,2582.94,2583.96,2577.62,2578.85,2088322360
2017-11-20,2579.49,2584.64,2578.24,2582.14,1786156940
2017-11-21,2589.17,2601.19,2589.17,2599.03,1920976950
2017-11-22,2600.31,2600.94,2595.23,2597.08,1596057280
2017-11-24,2600.42,2604.21,2600.42,2602.42,728273120
2017-11-27,2602.66,2606.41,2598.87,2601.42,1728809900
2017-11-28,2605.94,2627.69,2605.44,2627.04,2068827190
2017-11-29,2627.82,2634.89,2620.32,2626.07,2671027930
2017-11-30,2633.93,2657.74,2633.93,2647.58,3122108600
2017-12-01,2645.1,2650.62,2605.52,2642.22,2497628660
2017-12-04,2657.19,2665.19,2639.03,2639.44,2795997600
2017-12-05,2639.78,2648.72,2627.73,2629.57,2274451410
2017-12-06,2626.24,2634.41,2624.75,2629.27,1926061910
2017-12-07,2628.38,2640.99,2626.53,2636.98,1977524080
2017-12-08,2646.21,2651.65,2644.1,2651.5,1843451000
2017-12-11,2652.19,2660.33,2651.47,2659.99,1811178470
2017-12-12,2661.73,2669.72,2659.78,2664.11,2021583260
2017-12-13,2667.59,2671.88,2662.85,2662.85,2001774690
2017-12-14,2665.87,2668.09,2652.01,2652.01,1997408360
2017-12-15,2660.63,2679.63,2659.14,2675.81,3745745600
2017-12-18,2685.92,2694.97,2685.92,2690.16,2173508050
2017-12-19,2692.71,2694.44,2680.74,2681.47,1951683140
2017-12-20,2688.18,2691.01,2676.11,2679.25,1965565010
2017-12-21,2683.02,2692.64,2682.4,2684.57,1948410030
2017-12-22,2684.22,2685.35,2678.13,2683.34,1426879390
2017-12-26,2679.09,2682.74,2677.96,2680.5,1100330510
2017-12-27,2682.1,2685.64,2678.91,2682.62,1187070870
2017-12-28,2686.1,2687.66,2682.69,2687.54,1131233960
2017-12-29,2689.15,2692.12,2673.61,2673.61,1354525000
2018-01-02,2683.73,2695.89,2682.36,2695.81,1892676820
2018-01-03,2697.85,2714.37,2697.77,2713.06,2247360840
2018-01-04,2719.31,2729.29,2719.07,2723.99,2209734660
2018-01-05,2731.33,2743.45,2727.92,2743.15,1998927820
2018-01-08,2742.67,2748.51,2737.6,2747.71,1965531280
2018-01-09,2751.15,2759.14,2747.86,2751.29,2022846960
